# Export of ACLAME MGEs. Version 0.4, category All. Copyright (C) 2002-2018 The ACLAME team.
# ACLAME ID	Name	Segment	Size (bp)	Nb genes	Nb CDS	Taxo ID	MGE Type	Genome type	Genome strands	Genome organisation	Complete	Host(s)	Hosts taxo ID(s)	Cross-references
mge:2409	prophinder:43336		27648	35	35		prophage	DNA	ds	linear	yes	Escherichia coli O157:H7 str. Sakai	386585	prophinder:43336;genbank:acc:NC_002695
mge:2408	prophinder:43328		27433	32	32		prophage	DNA	ds	linear	yes	Escherichia coli O157:H7 str. Sakai	386585	prophinder:43328;genbank:acc:NC_002695
mge:2407	prophinder:43323		33362	44	44		prophage	DNA	ds	linear	yes	Escherichia coli O157:H7 str. Sakai	386585	prophinder:43323;genbank:acc:NC_002695
mge:2406	prophinder:43288		7374	11	11		prophage	DNA	ds	linear	yes	Escherichia coli O157:H7 str. Sakai	386585	prophinder:43288;genbank:acc:NC_002695;genbank:gi:15829254
mge:2405	prophinder:45847		52495	71	70		prophage	DNA	ds	linear	yes	Bacillus anthracis str. Ames	198094	prophinder:45847;genbank:acc:NC_003997
mge:2404	prophinder:45844		27653	34	34		prophage	DNA	ds	linear	yes	Bacillus anthracis str. Ames	198094	prophinder:45844;genbank:acc:NC_003997
mge:2403	prophinder:45839		29230	49	49		prophage	DNA	ds	linear	yes	Bacillus anthracis str. Ames	198094	prophinder:45839;genbank:acc:NC_003997
mge:2402	prophinder:45835		8440	8	8		prophage	DNA	ds	linear	yes	Bacillus anthracis str. Ames	198094	prophinder:45835;genbank:acc:NC_003997
mge:2401	prophinder:45834		7091	18	18		prophage	DNA	ds	linear	yes	Bacillus anthracis str. Ames	198094	prophinder:45834;genbank:acc:NC_003997;genbank:gi:30260195
mge:2400	prophinder:45593		29002	43	43		prophage	DNA	ds	linear	yes	Vibrio fischeri ES114	312309	prophinder:45593;genbank:acc:NC_006840;genbank:gi:172087630
mge:2399	prophinder:44780		8370	13	12		prophage	DNA	ds	linear	yes	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44780;genbank:acc:NC_007519
mge:2398	prophinder:44778		34018	35	34		prophage	DNA	ds	linear	yes	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44778;genbank:acc:NC_007519
mge:2397	prophinder:44774		35055	48	48		prophage	DNA	ds	linear	no	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44774;genbank:acc:NC_007519
mge:2396	prophinder:44772		50196	48	48		prophage	DNA	ds	linear	yes	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44772;genbank:acc:NC_007519
mge:2395	prophinder:44770		34752	37	37		prophage	DNA	ds	linear	yes	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44770;genbank:acc:NC_007519
mge:2394	prophinder:44766		19356	19	19		prophage	DNA	ds	linear	yes	Desulfovibrio desulfuricans subsp. desulfuricans str. G20	207559	prophinder:44766;genbank:acc:NC_007519;genbank:gi:78355047
mge:2393	prophinder:42783		28963	20	17		prophage	DNA	ds	linear	yes	Psychromonas ingrahamii 37	357804	prophinder:42783;genbank:acc:NC_008709;genbank:gi:119943794
mge:2392	prophinder:47462		11372	12	12		prophage	DNA	ds	linear	yes	Gluconacetobacter diazotrophicus PAl 5	272568	prophinder:47462;genbank:acc:NC_010125
mge:2391	prophinder:47461		18083	20	18		prophage	DNA	ds	linear	yes	Gluconacetobacter diazotrophicus PAl 5	272568	prophinder:47461;genbank:acc:NC_010125;genbank:gi:162145846
mge:2390	prophinder:43932		33505	41	41		prophage	DNA	ds	linear	yes	Mesorhizobium sp. BNC1	266779	prophinder:43932;genbank:acc:NC_008254
mge:2389	prophinder:43931		35605	42	42		prophage	DNA	ds	linear	yes	Mesorhizobium sp. BNC1	266779	prophinder:43931;genbank:acc:NC_008254
mge:2388	prophinder:43926		11908	16	16		prophage	DNA	ds	linear	yes	Mesorhizobium sp. BNC1	266779	prophinder:43926;genbank:acc:NC_008254
mge:2387	prophinder:43924		21683	18	18		prophage	DNA	ds	linear	yes	Mesorhizobium sp. BNC1	266779	prophinder:43924;genbank:acc:NC_008254;genbank:gi:110632362
mge:2386	prophinder:42520		9721	12	12		prophage	DNA	ds	linear	yes	Shewanella baltica OS155	325240	prophinder:42520;genbank:acc:NC_009052
mge:2385	prophinder:42519		17781	17	16		prophage	DNA	ds	linear	yes	Shewanella baltica OS155	325240	prophinder:42519;genbank:acc:NC_009052;genbank:gi:126172257
mge:2384	prophinder:42472		38342	48	48		prophage	DNA	ds	linear	yes	Methylobacillus flagellatus KT	265072	prophinder:42472;genbank:acc:NC_007947;genbank:gi:91774356
mge:2383	prophinder:47703		42617	42	39		prophage	DNA	ds	linear	yes	Methylobacterium extorquens PA1	419610	prophinder:47703;genbank:acc:NC_010172
mge:2382	prophinder:47702		16960	19	19		prophage	DNA	ds	linear	yes	Methylobacterium extorquens PA1	419610	prophinder:47702;genbank:acc:NC_010172;genbank:gi:163849457
mge:2381	prophinder:42645		22970	29	29		prophage	DNA	ds	linear	yes	Vibrio harveyi ATCC BAA-1116	338187	prophinder:42645;genbank:acc:NC_009783
mge:2380	prophinder:42643		6730	12	12		prophage	DNA	ds	linear	yes	Vibrio harveyi ATCC BAA-1116	338187	prophinder:42643;genbank:acc:NC_009783
mge:2379	prophinder:42641		9056	16	16		prophage	DNA	ds	linear	yes	Vibrio harveyi ATCC BAA-1116	338187	prophinder:42641;genbank:acc:NC_009783;genbank:gi:156972381
mge:2378	prophinder:45715		134781	186	186		prophage	DNA	ds	linear	yes	Bacillus subtilis subsp. subtilis str. 168	224308	prophinder:45715;genbank:acc:NC_000964
mge:2377	prophinder:45708		34670	46	46		prophage	DNA	ds	linear	yes	Bacillus subtilis subsp. subtilis str. 168	224308	prophinder:45708;genbank:acc:NC_000964
mge:2376	prophinder:45707		33732	40	40		prophage	DNA	ds	linear	yes	Bacillus subtilis subsp. subtilis str. 168	224308	prophinder:45707;genbank:acc:NC_000964;genbank:gi:50812173
mge:2375	prophinder:45653		56582	71	71		prophage	DNA	ds	linear	yes	Geobacillus thermodenitrificans NG80-2	420246	prophinder:45653;genbank:acc:NC_009328;genbank:gi:138893679
mge:2374	prophinder:44053		24762	30	30		prophage	DNA	ds	linear	yes	Haemophilus ducreyi 35000HP	233412	prophinder:44053;genbank:acc:NC_002940
mge:2373	prophinder:44052		26264	34	33		prophage	DNA	ds	linear	yes	Haemophilus ducreyi 35000HP	233412	prophinder:44052;genbank:acc:NC_002940
mge:2372	prophinder:44051		21978	32	30		prophage	DNA	ds	linear	yes	Haemophilus ducreyi 35000HP	233412	prophinder:44051;genbank:acc:NC_002940;genbank:gi:33151282
mge:2371	prophinder:43911		10729	17	17		prophage	DNA	ds	linear	yes	Listeria monocytogenes str. 4b F2365	265669	prophinder:43911;genbank:acc:NC_002973;genbank:gi:85700163
mge:2370	prophinder:46041		51163	48	48		prophage	DNA	ds	linear	yes	Synechococcus elongatus PCC 6301	269084	prophinder:46041;genbank:acc:NC_006576;genbank:gi:56750010
mge:2369	prophinder:43666		37116	49	49		prophage	DNA	ds	linear	yes	Streptococcus agalactiae A909	205921	prophinder:43666;genbank:acc:NC_007432
mge:2368	prophinder:43665		40097	42	41		prophage	DNA	ds	linear	yes	Streptococcus agalactiae A909	205921	prophinder:43665;genbank:acc:NC_007432;genbank:gi:76786714
mge:2367	prophinder:46549		24980	30	30		prophage	DNA	ds	linear	yes	Pseudomonas aeruginosa UCBPP-PA14	208963	prophinder:46549;genbank:acc:NC_008463;genbank:gi:116048575
mge:2366	prophinder:47085		41733	58	58		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47085;genbank:acc:NC_010002
mge:2365	prophinder:47078		27507	31	31		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47078;genbank:acc:NC_010002
mge:2364	prophinder:47077		15741	16	16		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47077;genbank:acc:NC_010002
mge:2363	prophinder:47076		26196	32	32		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47076;genbank:acc:NC_010002
mge:2362	prophinder:47075		49392	47	46		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47075;genbank:acc:NC_010002
mge:2361	prophinder:47074		32601	40	40		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47074;genbank:acc:NC_010002
mge:2360	prophinder:47072		12615	16	16		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47072;genbank:acc:NC_010002
mge:2359	prophinder:47071		24639	30	30		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47071;genbank:acc:NC_010002
mge:2358	prophinder:47070		37762	45	44		prophage	DNA	ds	linear	yes	Delftia acidovorans SPH-1	398578	prophinder:47070;genbank:acc:NC_010002;genbank:gi:160895450
mge:2357	prophinder:43181		7661	8	8		prophage	DNA	ds	linear	yes	Agrobacterium tumefaciens str. C58	176299	prophinder:43181;genbank:acc:NC_003062;genbank:gi:159184118
mge:2356	prophinder:45540		32822	46	46		prophage	DNA	ds	linear	yes	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	prophinder:45540;genbank:acc:NC_006511
mge:2355	prophinder:45538		40803	47	47		prophage	DNA	ds	linear	yes	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	prophinder:45538;genbank:acc:NC_006511
mge:2354	prophinder:45536		28808	25	24		prophage	DNA	ds	linear	yes	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	prophinder:45536;genbank:acc:NC_006511
mge:2353	prophinder:45532		9602	13	11		prophage	DNA	ds	linear	yes	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	prophinder:45532;genbank:acc:NC_006511;genbank:gi:56412276
mge:2352	prophinder:44385		6004	8	8		prophage	DNA	ds	linear	yes	Mycobacterium tuberculosis H37Ra	419947	prophinder:44385;genbank:acc:NC_009525;genbank:gi:148659757
mge:2351	prophinder:44037		41139	39	39		prophage	DNA	ds	linear	yes	Desulfotalea psychrophila LSv54	177439	prophinder:44037;genbank:acc:NC_006138
mge:2350	prophinder:44036		12363	13	13		prophage	DNA	ds	linear	yes	Desulfotalea psychrophila LSv54	177439	prophinder:44036;genbank:acc:NC_006138;genbank:gi:51243852
mge:2349	prophinder:44835		63522	98	96		prophage	DNA	ds	linear	yes	Clostridium acetobutylicum ATCC 824	272562	prophinder:44835;genbank:acc:NC_003030;genbank:gi:15893298
mge:2348	prophinder:45092		38641	41	40		prophage	DNA	ds	linear	yes	Dichelobacter nodosus VCS1703A	246195	prophinder:45092;genbank:acc:NC_009446;genbank:gi:146328629
mge:2347	prophinder:42883		21124	22	22		prophage	DNA	ds	linear	yes	Xanthomonas oryzae pv. oryzae MAFF 311018	342109	prophinder:42883;genbank:acc:NC_007705
mge:2346	prophinder:42882		30115	37	37		prophage	DNA	ds	linear	yes	Xanthomonas oryzae pv. oryzae MAFF 311018	342109	prophinder:42882;genbank:acc:NC_007705;genbank:gi:84621657
mge:2345	prophinder:45376		30727	32	31		prophage	DNA	ds	linear	yes	Paracoccus denitrificans PD1222	318586	prophinder:45376;genbank:acc:NC_008687;genbank:gi:119385557
mge:2344	prophinder:43116		33647	19	19		prophage	DNA	ds	linear	yes	Burkholderia pseudomallei 1106a	357348	prophinder:43116;genbank:acc:NC_009076;genbank:gi:126451443
mge:2343	prophinder:46721		18797	17	17		prophage	DNA	ds	linear	yes	Erythrobacter litoralis HTCC2594	314225	prophinder:46721;genbank:acc:NC_007722
mge:2342	prophinder:46719		18175	15	15		prophage	DNA	ds	linear	yes	Erythrobacter litoralis HTCC2594	314225	prophinder:46719;genbank:acc:NC_007722;genbank:gi:85372828
mge:2341	prophinder:44160		26986	28	28		prophage	DNA	ds	linear	yes	Yersinia pestis Antiqua	360102	prophinder:44160;genbank:acc:NC_008150
mge:2340	prophinder:44156		11449	14	14		prophage	DNA	ds	linear	yes	Yersinia pestis Antiqua	360102	prophinder:44156;genbank:acc:NC_008150;genbank:gi:108805998
mge:2339	prophinder:46016		30438	22	22		prophage	DNA	ds	linear	yes	Acidobacteria bacterium Ellin345	204669	prophinder:46016;genbank:acc:NC_008009;genbank:gi:94967031
mge:2338	prophinder:43977		36180	49	49		prophage	DNA	ds	linear	yes	Pectobacterium atrosepticum SCRI1043	218491	prophinder:43977;genbank:acc:NC_004547
mge:2337	prophinder:43976		27920	33	33		prophage	DNA	ds	linear	yes	Pectobacterium atrosepticum SCRI1043	218491	prophinder:43976;genbank:acc:NC_004547;genbank:gi:50118965
mge:2336	prophinder:46619		38428	53	53		prophage	DNA	ds	linear	yes	Lactobacillus casei ATCC 334	321967	prophinder:46619;genbank:acc:NC_008526
mge:2335	prophinder:46616		22008	39	38		prophage	DNA	ds	linear	yes	Lactobacillus casei ATCC 334	321967	prophinder:46616;genbank:acc:NC_008526;genbank:gi:116493574
mge:2334	prophinder:45294		41956	63	62		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus JH9	359786	prophinder:45294;genbank:acc:NC_009487
mge:2333	prophinder:45293		44874	61	61		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus JH9	359786	prophinder:45293;genbank:acc:NC_009487
mge:2332	prophinder:45292		42628	67	67		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus JH9	359786	prophinder:45292;genbank:acc:NC_009487
mge:2331	prophinder:45291		40643	61	60		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus JH9	359786	prophinder:45291;genbank:acc:NC_009487;genbank:gi:148266447
mge:2330	prophinder:43281		38912	52	52		prophage	DNA	ds	linear	yes	Streptococcus pyogenes MGAS9429	370551	prophinder:43281;genbank:acc:NC_008021
mge:2329	prophinder:43280		39801	61	61		prophage	DNA	ds	linear	yes	Streptococcus pyogenes MGAS9429	370551	prophinder:43280;genbank:acc:NC_008021
mge:2328	prophinder:43279		37329	55	55		prophage	DNA	ds	linear	yes	Streptococcus pyogenes MGAS9429	370551	prophinder:43279;genbank:acc:NC_008021;genbank:gi:94987631
mge:2327	prophinder:42514		45715	69	69		prophage	DNA	ds	linear	yes	Citrobacter koseri ATCC BAA-895	290338	prophinder:42514;genbank:acc:NC_009792;genbank:gi:157144296
mge:2326	prophinder:42831		90286	119	118		prophage	DNA	ds	linear	yes	Sinorhizobium medicae WSM419	366394	prophinder:42831;genbank:acc:NC_009636
mge:2325	prophinder:42825		7069	8	8		prophage	DNA	ds	linear	yes	Sinorhizobium medicae WSM419	366394	prophinder:42825;genbank:acc:NC_009636;genbank:gi:150395228
mge:2324	prophinder:47451		19700	23	23		prophage	DNA	ds	linear	yes	Azorhizobium caulinodans ORS 571	438753	prophinder:47451;genbank:acc:NC_009937
mge:2323	prophinder:47450		34912	33	33		prophage	DNA	ds	linear	yes	Azorhizobium caulinodans ORS 571	438753	prophinder:47450;genbank:acc:NC_009937
mge:2322	prophinder:47448		38137	41	41		prophage	DNA	ds	linear	yes	Azorhizobium caulinodans ORS 571	438753	prophinder:47448;genbank:acc:NC_009937;genbank:gi:158421624
mge:2321	prophinder:45211		17320	18	15		prophage	DNA	ds	linear	yes	Leifsonia xyli subsp. xyli str. CTCB07	281090	prophinder:45211;genbank:acc:NC_006087;genbank:gi:50953925
mge:2320	prophinder:45468		23668	24	24		prophage	DNA	ds	linear	yes	Corynebacterium efficiens YS-314	196164	prophinder:45468;genbank:acc:NC_004369;genbank:gi:25026556
mge:2319	prophinder:44659		7912	8	8		prophage	DNA	ds	linear	yes	Gluconobacter oxydans 621H	290633	prophinder:44659;genbank:acc:NC_006677;genbank:gi:58038491
mge:2318	prophinder:45386		18368	19	19		prophage	DNA	ds	linear	yes	Photobacterium profundum SS9	298386	prophinder:45386;genbank:acc:NC_006371
mge:2317	prophinder:45385		21883	16	16		prophage	DNA	ds	linear	yes	Photobacterium profundum SS9	298386	prophinder:45385;genbank:acc:NC_006371;genbank:gi:54301680
mge:2316	prophinder:44088		23801	26	26		prophage	DNA	ds	linear	yes	Shigella boydii Sb227	300268	prophinder:44088;genbank:acc:NC_007613
mge:2315	prophinder:44082		20527	28	28		prophage	DNA	ds	linear	yes	Shigella boydii Sb227	300268	prophinder:44082;genbank:acc:NC_007613
mge:2314	prophinder:44074		14510	16	16		prophage	DNA	ds	linear	yes	Shigella boydii Sb227	300268	prophinder:44074;genbank:acc:NC_007613
mge:2313	prophinder:44068		13611	12	12		prophage	DNA	ds	linear	yes	Shigella boydii Sb227	300268	prophinder:44068;genbank:acc:NC_007613;genbank:gi:82542618
mge:2312	prophinder:46363		28477	36	36		prophage	DNA	ds	linear	yes	Shewanella sp. MR-7	60481	prophinder:46363;genbank:acc:NC_008322;genbank:gi:114045513
mge:2311	prophinder:47600		44420	64	63		prophage	DNA	ds	linear	yes	Burkholderia multivorans ATCC 17616	395019	prophinder:47600;genbank:acc:NC_010084;genbank:gi:161523180
mge:2310	prophinder:47305		9849	15	14		prophage	DNA	ds	linear	yes	Brucella suis ATCC 23445	470137	prophinder:47305;genbank:acc:NC_010169;genbank:gi:163842277
mge:2309	prophinder:42590		14013	14	14		prophage	DNA	ds	linear	yes	Shewanella frigidimarina NCIMB 400	318167	prophinder:42590;genbank:acc:NC_008345;genbank:gi:114561188
mge:2308	prophinder:43652		40382	64	62		prophage	DNA	ds	linear	yes	Streptococcus agalactiae 2603V/R	208435	prophinder:43652;genbank:acc:NC_004116
mge:2307	prophinder:43651		20230	25	25		prophage	DNA	ds	linear	yes	Streptococcus agalactiae 2603V/R	208435	prophinder:43651;genbank:acc:NC_004116
mge:2306	prophinder:43650		13461	26	25		prophage	DNA	ds	linear	yes	Streptococcus agalactiae 2603V/R	208435	prophinder:43650;genbank:acc:NC_004116;genbank:gi:22536185
mge:2305	prophinder:46202		29867	32	32		prophage	DNA	ds	linear	yes	Rhodopseudomonas palustris BisB5	316057	prophinder:46202;genbank:acc:NC_007958;genbank:gi:91974482
mge:2304	prophinder:46893		8065	12	12		prophage	DNA	ds	linear	yes	Vibrio parahaemolyticus RIMD 2210633	223926	prophinder:46893;genbank:acc:NC_004603;genbank:gi:28896774
mge:2303	prophinder:45760		24165	18	18		prophage	DNA	ds	linear	yes	Treponema denticola ATCC 35405	243275	prophinder:45760;genbank:acc:NC_002967;genbank:gi:42516522
mge:2302	prophinder:47366		35018	49	49		prophage	DNA	ds	linear	yes	Bordetella petrii DSM 12804	340100	prophinder:47366;genbank:acc:NC_010170
mge:2301	prophinder:47364		23904	32	32		prophage	DNA	ds	linear	yes	Bordetella petrii DSM 12804	340100	prophinder:47364;genbank:acc:NC_010170
mge:2300	prophinder:47362		8386	7	7		prophage	DNA	ds	linear	yes	Bordetella petrii DSM 12804	340100	prophinder:47362;genbank:acc:NC_010170
mge:2299	prophinder:47359		9649	9	9		prophage	DNA	ds	linear	yes	Bordetella petrii DSM 12804	340100	prophinder:47359;genbank:acc:NC_010170
mge:2298	prophinder:47358		7631	8	8		prophage	DNA	ds	linear	yes	Bordetella petrii DSM 12804	340100	prophinder:47358;genbank:acc:NC_010170;genbank:gi:163854304
mge:2297	prophinder:43684		26233	29	29		prophage	DNA	ds	linear	yes	Desulfotomaculum reducens MI-1	349161	prophinder:43684;genbank:acc:NC_009253
mge:2296	prophinder:43683		46666	47	47		prophage	DNA	ds	linear	yes	Desulfotomaculum reducens MI-1	349161	prophinder:43683;genbank:acc:NC_009253
mge:2295	prophinder:43682		35280	31	29		prophage	DNA	ds	linear	yes	Desulfotomaculum reducens MI-1	349161	prophinder:43682;genbank:acc:NC_009253
mge:2294	prophinder:43681		23820	24	23		prophage	DNA	ds	linear	yes	Desulfotomaculum reducens MI-1	349161	prophinder:43681;genbank:acc:NC_009253;genbank:gi:134297881
mge:2687	prophinder:46938		18998	18	18		prophage	DNA	ds	linear	yes	Shigella flexneri 2a str. 301	198214	prophinder:46938;genbank:acc:NC_004337;genbank:gi:24111450
mge:2686	prophinder:46127		20950	24	22		prophage	DNA	ds	linear	yes	Bordetella pertussis Tohama I	257313	prophinder:46127;genbank:acc:NC_002929;genbank:gi:33591275
mge:2685	prophinder:45206		41789	54	54		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus USA300	367830	prophinder:45206;genbank:acc:NC_007793
mge:2293	prophinder:46522		69588	75	74		prophage	DNA	ds	linear	yes	Burkholderia vietnamiensis G4	269482	prophinder:46522;genbank:acc:NC_009256;genbank:gi:134294128
mge:2292	prophinder:42775		29612	38	38		prophage	DNA	ds	linear	yes	Xanthomonas campestris pv. campestris str. ATCC 33913	190485	prophinder:42775;genbank:acc:NC_003902
mge:2291	prophinder:42774		15460	23	23		prophage	DNA	ds	linear	yes	Xanthomonas campestris pv. campestris str. ATCC 33913	190485	prophinder:42774;genbank:acc:NC_003902
mge:2290	prophinder:42771		17273	7	7		prophage	DNA	ds	linear	yes	Xanthomonas campestris pv. campestris str. ATCC 33913	190485	prophinder:42771;genbank:acc:NC_003902;genbank:gi:21229478
mge:2289	prophinder:43999		34378	40	40		prophage	DNA	ds	linear	yes	Psychrobacter arcticus 273-4	259536	prophinder:43999;genbank:acc:NC_007204;genbank:gi:71064581
mge:2288	prophinder:43095		16416	24	24		prophage	DNA	ds	linear	yes	Xanthomonas axonopodis pv. citri str. 306	190486	prophinder:43095;genbank:acc:NC_003919;genbank:gi:21240774
mge:2287	prophinder:47307		13106	14	14		prophage	DNA	ds	linear	yes	Neisseria meningitidis 053442	374833	prophinder:47307;genbank:acc:NC_010120;genbank:gi:161869018
mge:2286	prophinder:44018		13099	17	17		prophage	DNA	ds	linear	no	Pelobacter propionicus DSM 2379	338966	prophinder:44018;genbank:acc:NC_008609;genbank:gi:118578449
mge:2285	prophinder:42482		82226	76	71		prophage	DNA	ds	linear	yes	Wolbachia endosymbiont of Drosophila melanogaster	163164	prophinder:42482;genbank:acc:NC_002978
mge:2284	prophinder:42480		15903	22	18		prophage	DNA	ds	linear	yes	Wolbachia endosymbiont of Drosophila melanogaster	163164	prophinder:42480;genbank:acc:NC_002978;genbank:gi:42519920
mge:2283	prophinder:45340		46528	51	51		prophage	DNA	ds	linear	yes	Bacillus clausii KSM-K16	66692	prophinder:45340;genbank:acc:NC_006582
mge:2282	prophinder:45338		38098	46	46		prophage	DNA	ds	linear	yes	Bacillus clausii KSM-K16	66692	prophinder:45338;genbank:acc:NC_006582;genbank:gi:56961782
mge:2281	prophinder:42503		29719	37	37		prophage	DNA	ds	linear	yes	Yersinia pseudotuberculosis IP 32953	273123	prophinder:42503;genbank:acc:NC_006155
mge:2280	prophinder:42502		89224	96	96		prophage	DNA	ds	linear	yes	Yersinia pseudotuberculosis IP 32953	273123	prophinder:42502;genbank:acc:NC_006155
mge:2279	prophinder:42499		19273	28	24		prophage	DNA	ds	linear	yes	Yersinia pseudotuberculosis IP 32953	273123	prophinder:42499;genbank:acc:NC_006155
mge:2278	prophinder:42494		28915	33	33		prophage	DNA	ds	linear	yes	Yersinia pseudotuberculosis IP 32953	273123	prophinder:42494;genbank:acc:NC_006155
mge:2277	prophinder:42485		11947	14	14		prophage	DNA	ds	linear	yes	Yersinia pseudotuberculosis IP 32953	273123	prophinder:42485;genbank:acc:NC_006155;genbank:gi:51594359
mge:2276	prophinder:45767		40239	45	45		prophage	DNA	ds	linear	yes	Bacillus cereus ATCC 10987	222523	prophinder:45767;genbank:acc:NC_003909;genbank:gi:42779081
mge:2275	prophinder:43970		42425	52	52		prophage	DNA	ds	linear	yes	Mesorhizobium loti MAFF303099	266835	prophinder:43970;genbank:acc:NC_002678;genbank:gi:57165207
mge:2274	prophinder:43714		43487	71	67		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus MRSA252	282458	prophinder:43714;genbank:acc:NC_002952
mge:2273	prophinder:43713		45056	67	67		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus MRSA252	282458	prophinder:43713;genbank:acc:NC_002952;genbank:gi:49482253
mge:2272	prophinder:45941		9290	10	10		prophage	DNA	ds	linear	yes	Parvibaculum lavamentivorans DS-1	402881	prophinder:45941;genbank:acc:NC_009719;genbank:gi:154250456
mge:2271	prophinder:42460		31557	40	40		prophage	DNA	ds	linear	yes	Shewanella oneidensis MR-1	211586	prophinder:42460;genbank:acc:NC_004347
mge:2270	prophinder:42459		27855	41	41		prophage	DNA	ds	linear	yes	Shewanella oneidensis MR-1	211586	prophinder:42459;genbank:acc:NC_004347
mge:2269	prophinder:42458		35680	44	44		plasmid	DNA	ds	linear	yes	Shewanella oneidensis MR-1	211586	prophinder:42458;genbank:acc:NC_004347;genbank:gi:24371600
mge:2268	prophinder:45415		33020	44	44		prophage	DNA	ds	linear	yes	Streptomyces avermitilis MA-4680	227882	prophinder:45415;genbank:acc:NC_003155;genbank:gi:162960844
mge:2267	prophinder:47019		36274	38	38		prophage	DNA	ds	linear	yes	Acidovorax avenae subsp. citrulli AAC00-1	397945	prophinder:47019;genbank:acc:NC_008752
mge:2266	prophinder:47015		72009	78	77		prophage	DNA	ds	linear	yes	Acidovorax avenae subsp. citrulli AAC00-1	397945	prophinder:47015;genbank:acc:NC_008752
mge:2265	prophinder:47011		20878	29	29		prophage	DNA	ds	linear	yes	Acidovorax avenae subsp. citrulli AAC00-1	397945	prophinder:47011;genbank:acc:NC_008752
mge:2264	prophinder:47006		37046	41	41		prophage	DNA	ds	linear	yes	Acidovorax avenae subsp. citrulli AAC00-1	397945	prophinder:47006;genbank:acc:NC_008752;genbank:gi:120608714
mge:2263	prophinder:47055		11494	15	15		prophage	DNA	ds	linear	yes	Leptospira interrogans serovar Lai str. 56601	189518	prophinder:47055;genbank:acc:NC_004342;genbank:gi:24212700
mge:2262	prophinder:43410		125325	153	153		prophage	DNA	ds	linear	yes	Staphylococcus epidermidis RP62A	176279	prophinder:43410;genbank:acc:NC_002976;genbank:gi:57865352
mge:2261	prophinder:47495		30918	36	36		prophage	DNA	ds	linear	yes	Acholeplasma laidlawii PG-8A	441768	prophinder:47495;genbank:acc:NC_010163
mge:2260	prophinder:47494		8854	7	7		prophage	DNA	ds	linear	yes	Acholeplasma laidlawii PG-8A	441768	prophinder:47494;genbank:acc:NC_010163;genbank:gi:162446888
mge:2259	prophinder:45354		43423	59	59		prophage	DNA	ds	linear	yes	Burkholderia thailandensis E264	271848	prophinder:45354;genbank:acc:NC_007650
mge:2258	prophinder:45352		35507	44	44		prophage	DNA	ds	linear	yes	Burkholderia thailandensis E264	271848	prophinder:45352;genbank:acc:NC_007650
mge:2257	prophinder:45345		17382	17	17		prophage	DNA	ds	linear	yes	Burkholderia thailandensis E264	271848	prophinder:45345;genbank:acc:NC_007650;genbank:gi:83716035
mge:2256	prophinder:42793		43800	65	65		prophage	DNA	ds	linear	yes	Staphylococcus aureus subsp. aureus N315	158879	prophinder:42793;genbank:acc:NC_002745;genbank:gi:29165615
mge:2255	prophinder:45502		14239	20	20		prophage	DNA	ds	linear	yes	Magnetospirillum magneticum AMB-1	342108	prophinder:45502;genbank:acc:NC_007626
mge:2254	prophinder:45501		24365	33	33		prophage	DNA	ds	linear	yes	Magnetospirillum magneticum AMB-1	342108	prophinder:45501;genbank:acc:NC_007626
mge:2253	prophinder:45500		39443	46	46		prophage	DNA	ds	linear	yes	Magnetospirillum magneticum AMB-1	342108	prophinder:45500;genbank:acc:NC_007626
mge:2252	prophinder:45495		12599	16	16		prophage	DNA	ds	linear	yes	Magnetospirillum magneticum AMB-1	342108	prophinder:45495;genbank:acc:NC_007626;genbank:gi:83309099
